InitialSeparation,OvertakingSpeed,OncomingSpeed,Success
193.2,27.3,23.5,True
258.4,20.8,23.8,True
179.2,25.4,29.2,False
181.2,26.7,19.8,False
149.1,28.9,27.5,False
145.6,20.3,26.3,False
220.7,19.4,31.2,True
227.2,30.4,25.0,True
167.6,30.5,24.9,False
274.0,22.5,31.1,True
258.1,21.7,29.0,True
197.1,25.9,20.0,True
174.3,22.0,31.0,False
142.5,31.9,27.7,False
272.0,32.3,29.1,False
226.1,21.5,23.8,True
206.4,25.5,27.5,False
140.3,27.7,26.7,False
278.6,22.8,18.9,True
209.1,29.2,26.8,False
270.6,27.5,31.9,True
255.5,22.5,32.1,True
266.0,26.1,21.4,True
266.7,20.3,28.1,True
185.7,32.1,32.5,False
266.9,20.0,25.9,True
193.8,25.9,29.1,False
200.6,31.6,28.5,False
264.9,32.4,27.4,True
186.8,24.4,31.8,False
246.2,32.1,23.9,False
177.6,32.5,27.4,False
157.5,20.3,24.4,True
189.8,19.2,18.3,True
192.5,25.1,30.1,False
204.2,22.6,22.5,True
255.1,29.0,32.0,False
196.3,23.8,28.9,False
145.4,26.8,18.9,False
159.8,20.3,29.5,False
182.5,21.1,20.7,True
163.2,20.2,19.3,True
234.8,23.4,30.8,True
182.1,23.0,21.5,False
221.7,20.4,22.9,True
183.5,22.4,23.4,True
245.6,19.3,28.9,True
150.6,30.3,27.6,False
253.6,19.0,20.1,True
262.5,30.3,32.6,False
144.2,32.5,19.0,False
190.4,19.7,23.2,True
212.3,25.5,19.4,True
206.9,24.5,31.0,True
176.2,29.8,25.4,False
188.8,27.1,32.0,False
236.9,20.1,25.5,True
203.3,24.6,32.8,False
207.6,24.1,24.7,True
175.5,18.4,31.9,False
276.3,29.8,23.3,True
275.7,23.7,25.3,True
192.0,26.1,31.1,False
204.5,23.4,18.1,True
203.4,29.5,24.6,False
251.5,22.7,19.6,True
145.9,19.9,31.4,False
142.4,32.5,24.7,False
244.8,21.3,26.0,True
266.9,28.8,27.6,True
252.3,28.0,25.0,True
256.9,24.0,21.8,True
218.1,18.2,22.8,True
209.7,27.6,20.0,True
207.8,20.3,28.5,True
192.8,19.3,21.8,True
271.6,22.2,32.1,True
206.8,29.9,28.9,False
252.8,29.3,21.3,True
238.8,31.6,20.9,True
214.6,20.0,29.8,True
199.8,25.1,19.4,True
220.4,18.4,22.4,True
240.4,22.1,32.1,True
169.0,20.9,24.4,True
149.7,31.6,25.0,False
262.7,19.2,23.2,True
140.8,23.4,23.4,False
278.7,18.5,31.5,True
156.2,29.3,23.5,False
225.3,18.3,32.3,True
276.9,30.6,26.1,True
199.3,25.9,19.8,True
244.8,18.5,28.1,True
270.7,28.6,26.5,True
229.9,21.5,27.7,True
145.3,21.4,30.6,False
191.5,19.4,24.6,True
141.3,30.2,32.5,False
174.5,28.3,20.5,False
265.1,22.8,18.1,True
213.3,25.0,26.3,True
149.1,21.9,21.1,True
166.5,25.5,24.6,False
235.6,22.5,23.0,True
206.2,20.5,29.3,True
276.9,28.4,26.4,True
277.7,28.8,27.9,True
229.6,20.4,21.4,True
152.7,18.9,29.2,False
192.6,21.9,26.0,True
255.8,23.9,22.6,True
153.6,21.0,25.5,False
183.3,25.9,20.5,False
210.3,20.6,19.7,True
140.8,23.5,19.1,False
257.7,25.0,25.1,True
233.1,32.2,31.6,False
148.5,22.5,31.2,False
240.8,25.8,24.1,True
163.3,30.3,27.2,False
273.5,19.4,24.4,True
223.9,18.7,24.0,True
153.6,21.4,24.7,False
212.9,24.7,21.0,True
243.2,30.8,22.1,True
261.0,19.4,21.1,True
192.3,18.2,23.4,True
254.3,28.7,27.9,False
157.5,22.4,32.1,False
255.2,30.9,31.3,False
243.7,29.7,21.8,True
271.3,20.0,24.9,True
226.9,27.6,24.9,False
171.8,27.3,31.8,False
166.4,31.8,23.6,False
147.4,26.0,22.2,False
166.3,30.2,32.2,False
161.0,31.7,20.4,False
206.8,21.0,19.4,True
168.6,26.9,20.3,False
248.4,22.6,30.9,True
239.7,18.3,19.0,True
242.2,20.9,29.0,True
180.0,27.6,23.7,False
239.0,31.4,32.2,False
234.3,29.8,23.3,False
208.4,31.9,27.4,False
229.3,18.5,32.3,True
181.2,32.3,25.1,False
159.4,18.2,28.6,True
236.7,25.9,32.3,False
158.3,18.2,20.5,True
249.8,27.2,27.7,True
225.2,28.2,27.2,False
165.5,21.5,28.0,False
244.4,25.6,29.0,True
182.4,21.3,18.9,True
190.9,27.8,18.6,True
243.1,28.4,27.2,False
251.1,20.2,23.5,True
167.4,29.5,31.3,False
149.5,23.4,19.7,True
191.6,26.6,19.0,True
225.3,19.0,31.0,True
190.7,26.8,23.7,False
221.9,32.9,27.1,False
247.8,31.8,18.1,True
141.8,29.2,24.5,False
268.7,18.5,26.6,True
190.8,29.0,18.1,True
152.7,24.8,26.1,False
164.2,26.3,20.8,False
175.7,30.4,18.2,False
205.4,28.8,28.1,False
161.0,25.1,26.9,False
249.0,32.8,24.5,True
209.2,23.7,29.3,True
183.2,27.0,28.6,False
168.9,22.1,30.3,False
241.6,31.4,20.5,True
202.8,24.3,21.1,True
187.6,23.1,20.4,True
172.2,28.7,28.8,False
225.1,25.9,22.2,True
238.6,28.5,29.4,True
174.2,18.1,29.2,False
238.6,27.4,18.8,True
171.6,27.6,20.6,False
224.3,25.5,22.2,True
245.0,18.6,27.5,True
246.1,28.1,31.0,False
219.3,29.0,21.5,False
214.3,19.0,31.4,True
140.8,25.2,29.0,False
189.1,29.3,30.5,False
207.2,29.6,20.0,True
172.4,26.6,31.5,False
274.5,18.8,25.5,True
181.0,25.3,27.6,False
164.0,27.4,27.3,False
224.1,22.4,24.5,True
176.5,18.6,30.8,True
267.9,30.5,23.7,True
180.2,30.7,32.7,False
204.6,22.7,24.2,True
277.2,25.2,31.1,True
263.1,21.7,24.0,True
168.7,32.8,20.1,False
175.2,25.3,32.5,False
225.5,21.7,32.9,True
142.9,25.6,28.1,False
155.7,31.6,28.6,False
251.0,26.5,23.3,True
274.4,26.4,30.0,True
250.6,30.3,32.1,True
219.1,28.7,24.8,True
148.0,19.0,21.6,False
153.7,25.7,31.7,False
230.0,24.5,32.1,True
185.7,18.2,19.0,True
175.2,22.9,23.7,False
213.6,30.0,32.8,False
257.0,20.0,26.5,True
269.9,24.2,23.5,True
192.0,31.4,19.8,False
162.8,29.9,24.3,False
178.0,30.4,21.1,False
213.7,20.8,22.7,True
212.9,32.3,23.2,False
212.4,28.7,21.5,True
166.7,18.4,25.6,True
262.9,21.4,22.4,True
201.3,24.8,31.4,False
273.1,27.0,22.0,True
200.7,27.9,31.4,False
264.5,19.8,20.7,True
142.8,21.4,24.8,False
234.4,32.4,19.9,True
164.9,22.4,27.5,False
269.5,31.9,27.9,True
234.2,28.3,28.0,False
177.8,18.2,33.0,False
250.5,22.7,22.3,True
266.4,25.3,32.2,True
150.9,27.7,29.0,False
260.4,19.0,20.2,True
245.3,25.4,22.0,True
239.4,18.3,21.7,True
208.7,28.8,25.8,True
171.5,23.0,26.6,False
199.6,18.3,30.7,True
200.9,20.6,21.5,True
165.5,27.1,25.5,False
160.4,22.9,22.6,False
171.5,28.8,32.1,False
197.2,28.9,22.9,False
261.3,21.8,20.4,True
157.0,20.3,25.2,True
161.5,30.3,20.4,False
253.3,23.3,27.3,True
194.8,31.2,18.4,False
254.2,32.4,20.9,False
197.6,32.9,21.1,False
263.8,22.3,29.1,True
142.3,31.7,28.2,False
244.2,22.3,29.3,True
219.8,27.3,30.9,False
246.5,29.0,25.2,True
173.2,27.7,29.8,False
199.8,23.2,31.6,False
195.2,20.3,25.0,True
273.5,29.6,19.4,True
256.9,28.5,26.0,True
208.6,18.4,18.1,True
226.6,28.7,30.0,False
236.8,32.7,28.9,False
272.5,23.5,25.1,True
164.4,25.7,29.5,False
156.0,32.5,28.4,False
144.4,32.4,20.8,False
260.2,19.8,26.9,True
239.2,21.0,31.8,True
156.7,32.6,32.9,False
209.7,18.7,28.2,True
256.1,30.7,29.3,False
210.3,18.6,21.6,True
237.0,26.3,26.8,True
234.6,31.2,20.9,False
225.7,20.8,22.4,True
243.5,27.7,31.2,True
235.1,29.8,29.5,False
164.9,27.2,25.5,False
201.1,27.7,31.0,False
181.1,21.4,26.3,False
232.3,29.8,29.4,False
176.7,22.4,19.1,True
146.6,28.9,24.3,False
166.0,29.2,19.2,False
264.2,22.8,24.3,True
146.2,31.1,31.8,False
226.6,26.4,32.4,False
270.3,22.0,31.2,True
214.8,18.3,29.8,True
244.2,19.9,25.4,True
176.5,27.5,21.0,False
215.1,29.1,29.5,False
262.3,30.7,22.9,False
161.7,27.0,25.7,False
169.5,29.9,23.6,False
252.8,32.7,18.4,True
156.1,32.4,28.4,False
262.0,21.0,22.7,True
143.3,23.2,26.6,False
259.8,28.0,26.6,True
220.3,25.4,23.7,True
147.7,29.8,22.7,False
231.0,18.1,19.4,True
246.9,18.3,24.5,True
201.2,21.0,22.5,True
149.6,18.0,18.6,True
266.0,24.3,24.6,True
224.0,32.2,32.4,False
245.4,21.1,28.9,True
205.2,22.5,18.8,True
162.6,29.2,32.3,False
193.0,18.1,18.2,True
199.9,26.2,22.4,True
145.2,29.8,32.5,False
167.2,29.1,31.2,False
223.3,20.5,24.9,True
185.1,30.9,18.4,False
260.0,31.1,19.9,True
207.2,27.9,21.2,True
254.7,24.6,28.6,True
272.0,30.6,22.8,False
228.8,20.3,29.6,True
206.9,19.0,30.2,True
152.8,18.4,26.1,False
168.5,31.1,24.4,False
186.2,30.5,20.8,False
149.1,18.5,27.4,True
234.1,24.8,21.0,True
187.6,29.1,32.5,False
183.7,20.0,25.4,False
160.1,18.6,23.4,True
141.7,30.8,19.1,False
271.5,28.6,24.1,True
231.9,28.0,30.0,False
267.5,32.8,31.6,False
181.7,22.8,30.3,False
170.6,19.1,18.7,True
228.9,28.4,24.0,False
251.6,19.3,18.4,True
238.4,31.3,32.5,False
205.6,29.0,24.0,False
203.7,19.6,22.1,True
166.9,26.2,28.1,False
144.7,29.8,23.2,False
161.6,18.9,31.8,True
183.2,29.7,24.1,False
235.6,32.5,21.2,False
169.0,19.3,27.6,False
259.0,21.3,32.7,True
227.5,24.0,24.5,True
215.8,32.1,32.0,False
217.2,29.9,21.0,False
276.7,27.3,20.2,True
199.7,31.0,29.7,False
239.7,31.2,20.3,True
240.8,30.9,18.3,True
197.7,32.9,22.8,False
173.8,24.9,19.7,False
140.4,22.2,18.3,False
173.4,25.6,21.5,False
226.0,30.5,23.6,False
201.6,28.9,25.6,True
279.7,32.6,21.3,True
229.6,25.1,21.0,True
191.6,19.6,32.6,True
275.0,24.8,18.5,True
185.0,19.7,19.7,True
147.6,19.4,18.1,True
239.0,22.9,31.2,True
275.4,30.5,30.6,True
224.5,31.0,23.0,False
145.2,18.0,23.9,True
142.7,28.6,23.3,False
279.2,18.9,18.5,True
158.9,23.5,31.9,False
190.1,30.4,30.6,False
150.2,19.1,25.3,True
192.4,26.0,24.3,True
177.0,23.1,20.2,False
262.8,18.6,29.1,True
240.2,22.6,19.6,True
142.8,30.2,31.4,False
270.9,26.5,27.8,True
160.0,21.9,18.4,True
194.6,31.5,19.7,False
194.5,18.8,22.2,True
247.3,22.8,24.7,True
183.0,25.9,19.0,True
163.8,21.6,19.2,False
240.8,32.4,21.6,False
259.0,21.3,28.6,True
270.5,30.4,24.8,True
259.5,25.6,26.8,True
247.9,28.1,21.4,True
267.7,19.3,21.5,True
162.2,20.7,26.6,True
252.9,25.0,32.9,False
182.8,29.1,23.3,False
261.3,19.7,25.6,True
193.4,20.2,25.2,True
146.6,21.2,24.5,False
219.1,22.8,30.2,True
201.3,27.6,31.9,False
245.3,24.0,20.2,True
278.3,32.0,31.2,True
242.2,25.4,31.0,True
176.9,25.4,30.4,False
164.9,29.7,24.6,False
164.0,23.4,25.4,False
223.5,29.2,20.8,True
253.5,31.2,22.8,False
270.6,27.0,30.9,True
261.9,25.7,18.3,True
172.8,28.6,22.2,False
184.0,30.7,20.2,False
278.7,27.8,30.6,True
237.0,29.3,30.8,True
219.3,18.8,25.8,True
185.8,26.1,28.7,False
187.5,27.5,22.4,True
188.2,24.7,23.6,True
174.5,31.7,20.2,False
177.1,25.1,26.8,False
260.2,22.5,29.1,True
152.2,32.9,31.8,False
184.8,28.2,28.2,False
242.3,25.6,23.6,True
229.1,30.4,21.2,True
225.8,23.2,31.3,True
198.4,19.4,30.8,True
221.3,21.9,22.3,True
250.8,25.6,32.8,False
262.0,18.3,22.8,True
271.8,24.8,28.7,True
205.4,28.1,19.8,True
198.3,30.6,31.4,False
209.9,24.7,26.7,False
213.6,22.5,19.4,True
253.3,19.3,24.8,True
169.6,29.8,26.6,False
161.2,31.9,19.0,False
221.9,26.8,18.2,True
259.4,31.4,31.6,False
248.1,32.2,31.9,False
158.5,22.3,20.2,True
204.9,29.0,18.7,True
238.2,29.2,23.7,False
168.5,31.4,20.3,False
246.4,23.1,28.1,True
238.6,20.9,20.3,True
217.5,32.0,24.9,True
143.8,21.6,23.5,False
177.9,19.1,23.1,True
226.2,27.6,29.8,False
172.8,23.7,24.9,False
184.2,31.1,23.5,False
163.2,31.1,27.9,False
169.5,23.7,22.8,True
163.1,31.3,19.3,False
211.2,23.1,18.8,True
255.4,24.3,21.1,True
181.7,32.8,22.5,False
154.2,32.8,31.8,False
248.8,30.5,18.4,True
173.4,21.4,23.5,True
153.7,21.2,26.8,False
273.6,32.6,21.4,True
184.4,29.1,30.3,False
164.8,25.7,30.2,False
214.6,27.7,27.4,False
204.4,25.7,27.1,False
197.9,30.4,30.3,False
183.2,29.7,30.1,False
241.0,27.3,25.0,True
198.4,30.3,25.8,False
189.7,31.4,30.0,False
257.1,20.0,29.9,True
156.2,28.0,19.3,False
148.6,18.1,20.4,True
255.8,21.6,19.3,True
241.5,28.7,18.8,True
187.6,29.3,20.2,False
222.6,23.0,29.7,True
266.3,22.3,18.4,True
148.7,20.6,23.0,False
176.4,25.0,26.2,False
184.8,28.0,25.3,False
262.7,22.4,20.9,True
268.0,32.7,31.6,False
205.9,26.4,30.9,True
263.8,31.1,25.2,True
250.1,28.3,32.3,False
182.9,31.8,27.6,False
168.4,32.3,28.4,False
247.1,18.9,23.8,True
225.3,21.8,19.6,True
153.8,25.6,23.6,False
219.8,25.5,21.6,True
226.2,21.3,31.3,True
189.5,25.4,23.1,False
258.2,23.8,25.9,True
181.0,25.6,26.7,False
256.5,30.8,31.9,False
181.1,27.3,24.3,False
195.0,22.2,26.7,True
187.5,22.7,20.9,True
246.2,25.6,28.9,True
271.7,25.6,30.6,True
160.7,21.5,21.4,False
213.9,19.8,18.9,True
243.8,22.6,24.4,True
178.7,26.1,19.6,False
158.0,27.0,22.6,False
184.0,32.6,20.6,False
230.8,25.0,19.4,True
189.3,32.7,32.2,False
158.4,21.6,25.3,True
204.7,28.7,29.1,False
195.5,18.2,28.3,True
253.7,31.3,20.4,True
185.6,20.0,31.0,True
222.7,25.4,31.0,False
199.5,22.9,24.4,True
181.9,31.3,27.5,False
168.7,27.2,29.1,False
260.9,27.8,30.4,True
238.3,18.5,28.6,True
268.3,21.9,31.4,True
248.6,19.4,30.5,True
206.3,30.8,20.0,True
174.3,22.7,28.4,False
178.3,19.9,29.6,True
214.7,22.9,21.6,True
143.5,32.2,24.8,False
155.7,27.1,25.3,False
202.0,28.0,18.5,True
219.6,26.2,18.7,True
209.9,19.6,24.4,True
235.1,32.8,18.1,True
263.7,20.2,27.1,True
178.3,31.4,29.1,False
190.5,29.0,27.5,False
185.7,32.3,33.0,False
184.0,23.4,32.9,False
264.5,20.5,32.1,True
145.9,24.1,20.8,False
278.0,28.1,24.2,True
158.4,32.5,22.3,False
218.1,25.2,30.2,False
195.8,29.6,23.8,False
267.6,20.7,30.3,True
263.3,18.3,20.4,True
174.2,19.6,18.3,True
147.0,24.2,30.6,False
252.2,20.3,23.9,True
165.9,32.8,29.2,False
256.3,19.7,25.1,True
246.3,18.8,29.3,True
199.6,32.9,19.4,False
166.4,31.3,31.5,False
143.7,24.0,22.6,False
180.4,24.1,25.9,True
273.2,29.0,30.8,True
170.0,23.0,32.5,False
226.5,24.7,27.7,True
254.8,26.4,19.8,True
279.7,21.6,29.1,True
154.6,30.5,22.2,False
249.8,32.3,27.9,False
158.2,29.9,26.6,False
190.1,28.3,30.8,False
174.5,29.1,28.2,False
258.3,24.7,18.4,True
189.7,26.0,19.9,False
161.5,27.7,25.8,False
162.4,26.0,21.0,False
216.8,27.7,24.0,True
218.9,22.1,28.4,True
191.1,19.2,25.0,True
220.5,24.9,25.7,True
198.9,18.6,32.0,True
249.0,27.2,23.5,True
262.2,21.7,20.3,True
182.2,19.3,33.0,False
235.9,18.3,25.2,True
177.7,28.6,18.1,False
227.1,20.7,31.5,True
195.4,18.5,29.6,True
189.4,30.7,27.5,False
238.1,31.4,26.7,False
246.3,19.5,26.3,True
229.9,26.8,22.0,True
140.7,25.2,21.2,False
155.4,28.3,20.9,False
144.4,23.8,24.8,False
192.5,28.1,32.6,False
203.3,22.9,30.1,True
162.0,25.4,19.0,False
154.0,29.3,29.3,False
278.7,21.5,25.3,True
173.3,23.4,23.2,False
164.7,31.0,21.0,False
168.1,27.0,20.6,False
193.8,20.6,18.7,True
148.3,22.6,23.1,False
229.4,24.2,23.0,True
156.8,21.5,18.1,True
261.5,31.1,31.0,True
175.9,25.3,23.4,False
251.4,28.2,28.6,True
206.1,30.4,28.6,False
232.0,24.3,31.1,True
155.5,22.1,29.6,False
203.8,24.0,22.1,True
185.0,26.5,31.9,False
220.3,27.9,24.3,True
190.7,29.5,20.1,False
240.0,28.7,32.3,True
213.2,20.1,29.1,True
221.2,30.5,27.4,False
149.1,19.8,18.7,False
183.1,18.4,31.8,False
261.6,22.6,27.8,True
235.2,27.9,19.7,True
220.5,31.8,18.7,False
230.5,30.9,20.9,True
212.0,21.3,20.1,True
158.1,19.4,24.6,True
179.5,23.1,23.0,False
166.0,31.1,22.8,False
272.9,28.9,27.5,True
243.0,26.0,18.4,True
184.0,27.1,21.9,False
171.0,23.1,24.4,False
163.3,29.8,27.2,False
277.7,26.6,30.5,True
207.4,19.5,27.8,True
276.6,22.5,28.7,True
218.7,27.9,23.9,False
273.9,29.9,24.0,True
266.6,30.9,18.8,True
255.6,22.5,31.7,True
240.7,20.6,23.2,True
258.2,21.9,27.4,True
197.6,20.3,21.4,True
217.7,18.6,29.1,True
247.7,27.0,21.2,True
234.2,28.9,31.2,True
178.8,24.6,28.6,False
246.0,30.1,27.5,False
240.6,31.6,18.3,True
218.6,30.8,27.6,False
254.8,30.5,23.3,True
154.5,23.7,25.2,False
151.3,21.6,20.3,False
247.1,22.9,32.9,True
169.6,24.9,24.2,False
267.4,21.6,18.1,True
153.1,22.9,21.9,True
228.8,31.0,32.6,False
186.0,26.3,28.6,False
204.2,30.8,21.1,False
189.1,27.8,23.1,False
189.2,19.3,26.2,True
259.4,22.3,21.8,True
253.8,26.4,26.6,True
212.4,18.7,25.6,True
166.7,21.4,25.5,False
204.8,29.6,30.3,False
186.3,27.6,24.6,False
176.9,28.8,18.8,True
177.5,27.9,25.6,False
238.3,18.7,20.0,True
166.2,24.0,24.2,False
187.1,19.2,23.0,True
191.7,22.1,29.3,False
163.2,29.9,27.0,False
198.8,25.1,30.4,True
188.6,28.3,18.2,False
194.8,32.7,24.0,False
248.8,21.8,31.6,True
178.2,30.2,21.5,False
251.6,28.8,26.3,True
262.0,22.3,20.4,True
265.9,29.8,32.9,True
253.8,30.9,29.6,True
262.3,21.2,19.3,True
241.6,29.1,24.2,False
216.8,22.9,27.0,True
271.2,31.7,18.0,True
211.3,27.3,25.6,False
177.9,32.4,29.2,False
267.7,19.1,30.9,True
278.6,20.0,24.2,True
244.0,19.9,27.6,True
251.1,29.0,22.9,True
209.9,28.3,32.1,False
244.2,27.5,32.8,True
172.8,31.1,24.9,False
188.7,31.7,20.5,False
244.6,24.5,23.6,True
217.6,26.9,30.8,True
142.1,26.0,22.7,False
143.4,27.7,26.0,False
191.5,24.1,27.5,True
169.1,32.0,26.1,False
204.3,24.4,18.4,True
244.0,26.8,22.2,True
198.1,32.1,29.9,False
144.9,27.5,21.1,False
245.7,19.3,24.4,True
278.5,27.3,25.4,True
175.8,32.1,31.1,False
187.8,24.3,20.9,True
175.3,32.0,25.1,False
200.6,29.8,31.6,False
274.9,29.1,23.1,True
165.9,27.5,25.8,False
243.3,28.4,18.3,True
167.2,29.5,21.6,False
273.8,24.4,27.4,True
153.2,24.1,22.4,False
163.5,26.4,25.3,False
198.6,31.0,23.7,False
166.1,19.9,28.5,True
260.7,28.4,29.3,True
188.3,18.8,19.8,True
173.0,32.0,21.8,False
196.1,19.2,30.0,False
246.1,22.0,31.4,True
165.0,20.3,31.0,True
204.1,23.0,24.5,True
221.5,27.9,31.0,False
255.7,29.6,27.6,True
173.1,20.0,32.7,False
245.1,32.2,27.5,True
166.2,21.0,32.5,False
155.2,27.5,22.9,False
161.1,30.9,26.0,False
208.4,21.2,28.5,True
271.5,18.9,31.9,True
145.1,32.5,24.5,False
233.0,29.0,26.9,False
209.7,23.3,19.0,True
174.2,28.9,22.1,False
227.5,27.3,30.3,False
173.3,25.4,19.9,True
244.0,26.7,26.5,True
182.7,32.4,24.0,False
269.2,25.8,20.7,True
165.0,25.3,19.9,False
171.0,30.1,29.6,False
218.3,27.0,24.5,False
218.5,25.5,20.0,True
256.0,28.0,28.9,True
216.9,29.4,22.6,True
233.6,25.9,26.6,True
263.4,26.8,31.9,True
207.1,24.4,30.1,True
224.3,29.5,32.2,False
199.7,27.7,22.2,False
190.7,29.4,31.2,False
144.6,25.1,27.3,False
187.6,28.5,20.2,False
272.5,22.1,27.4,True
267.0,21.5,25.6,True
185.3,26.7,28.8,False
254.1,27.1,31.7,False
263.7,27.8,19.7,True
248.6,19.5,18.3,True
173.8,27.7,29.1,False
221.9,20.6,20.1,True
183.9,27.1,26.0,False
238.5,25.1,28.1,True
170.3,24.7,21.2,False
192.9,18.3,26.1,True
185.8,26.1,19.7,False
260.7,23.9,26.5,True
253.3,19.5,29.4,True
226.4,21.4,18.2,True
277.3,23.4,27.1,True
207.9,19.0,19.3,True
174.0,21.7,26.8,False
274.5,20.7,26.8,True
219.9,25.0,29.2,False
164.0,31.1,19.7,False
178.8,22.7,30.1,False
243.6,25.1,25.3,True
252.1,27.5,30.4,True
145.7,27.5,31.4,False
164.9,25.5,20.9,False
234.3,30.6,28.7,False
162.9,28.1,32.9,False
202.7,22.7,26.9,True
211.1,18.7,21.2,True
234.2,22.7,20.9,True
187.8,21.9,24.6,True
161.1,18.9,29.3,False
266.3,18.3,20.0,True
146.4,24.3,21.3,False
248.8,21.0,31.7,True
192.5,29.6,21.5,False
173.4,23.3,18.2,True
265.1,22.5,20.5,True
274.3,26.3,28.4,True
169.4,18.9,24.6,True
174.7,23.7,24.3,True
253.5,22.5,27.9,True
180.1,19.3,29.0,False
146.2,27.9,30.3,False
144.6,26.6,30.8,False
163.9,26.5,27.3,False
217.1,26.6,25.8,True
165.7,22.3,31.3,False
176.6,27.7,25.4,False
223.0,26.9,29.9,False
204.6,30.5,25.1,False
186.3,27.6,19.7,False
190.0,24.6,19.7,True
232.2,20.2,27.8,True
232.0,19.8,32.3,True
149.5,26.3,23.8,False
252.5,21.6,28.4,True
237.0,24.7,24.8,True
261.4,26.8,29.5,True
263.0,32.6,25.3,False
276.4,30.7,31.8,True
257.2,25.5,22.8,True
200.4,28.3,28.9,False
214.1,28.5,26.7,False
154.1,22.3,27.2,False
212.7,28.0,27.8,False
196.0,25.6,29.0,False
227.9,26.0,25.3,True
194.0,27.7,26.6,False
178.8,20.7,23.6,True
164.3,19.9,32.7,False
270.8,26.4,26.1,True
141.7,32.3,21.4,False
179.2,23.5,30.2,False
167.2,30.2,25.8,False
257.3,19.4,24.7,True
223.8,24.1,18.5,True
234.6,26.4,30.3,False
217.4,32.8,21.1,True
225.3,22.5,21.4,True
255.7,20.0,24.1,True
268.0,25.7,21.2,True
174.8,29.3,23.1,False
146.2,31.8,25.4,False
266.7,18.7,32.8,True
234.3,18.8,32.8,True
233.9,24.8,20.2,True
211.6,30.8,23.3,False
149.2,30.4,26.8,False
178.0,28.1,32.2,False
242.9,31.7,30.8,False
223.4,18.4,22.6,True
199.4,24.9,31.7,True
151.3,29.6,31.2,False
223.3,28.1,31.3,False
260.3,27.2,18.3,True
189.3,29.5,21.3,False
223.8,25.1,32.9,True
272.5,26.0,22.9,True
234.0,32.0,27.7,True
260.7,24.1,32.9,True
147.0,19.7,28.2,False
