InitialSeparation,OvertakingSpeed,OncomingSpeed,Success
226.0,22.6,21.8,True
224.8,27.6,24.5,True
203.8,18.4,22.0,True
203.9,19.2,29.5,True
192.3,31.5,24.0,False
220.2,25.6,22.2,True
143.6,18.9,24.8,False
229.9,31.9,20.4,False
233.5,31.4,23.0,True
183.0,22.4,24.9,True
188.0,33.0,22.5,False
202.4,25.3,23.5,False
157.8,29.8,23.0,False
201.3,21.7,18.9,True
159.8,32.8,27.1,False
156.1,21.0,32.0,False
170.5,28.6,22.1,False
209.3,18.5,27.2,True
176.7,24.0,20.3,False
154.4,23.2,26.5,False
171.2,29.9,19.0,False
167.4,26.9,20.8,False
160.8,22.7,24.8,False
221.1,31.4,23.6,False
227.7,22.9,24.3,True
220.1,32.4,18.1,False
240.3,24.8,18.7,True
244.9,29.6,31.8,True
199.4,18.3,29.1,True
165.7,19.2,20.5,True
154.8,24.1,23.7,False
206.0,28.5,25.3,False
209.7,23.6,24.7,True
152.1,18.8,28.3,True
169.6,27.4,24.6,False
234.9,19.6,27.3,True
274.1,27.5,31.1,True
205.3,18.3,18.2,True
254.2,19.5,21.5,True
211.9,28.3,24.0,False
218.4,31.1,29.3,False
147.9,28.6,24.4,False
182.0,24.4,21.9,True
177.8,22.2,30.5,False
156.0,24.2,32.6,False
213.6,29.1,23.0,False
153.9,32.5,30.0,False
147.2,28.3,22.8,False
148.2,19.3,26.3,False
151.9,18.6,31.4,False
193.6,29.6,32.0,False
227.2,29.7,26.7,False
166.9,18.2,30.6,True
271.3,27.7,24.5,True
210.7,24.7,23.1,True
185.9,20.9,20.7,True
255.2,31.4,18.1,True
237.3,28.1,19.0,True
199.4,26.9,33.0,False
225.8,27.0,32.6,True
145.1,25.8,27.1,False
264.3,27.8,27.6,True
243.2,32.6,31.8,False
220.2,25.3,30.7,True
253.6,22.8,21.4,True
211.0,28.4,21.3,False
221.9,27.9,30.5,False
213.6,28.1,22.8,False
142.4,28.9,23.2,False
220.4,31.1,29.7,False
271.4,28.6,27.7,True
178.0,26.8,31.8,False
184.2,24.2,27.4,False
209.1,29.5,23.2,False
194.7,22.9,21.1,True
257.3,25.3,18.6,True
269.7,32.5,19.5,True
233.2,29.9,18.7,True
244.0,32.2,20.1,False
161.1,20.9,30.2,False
260.2,25.0,21.2,True
252.2,26.0,29.8,True
268.7,27.0,26.5,True
141.1,31.1,32.5,False
278.3,29.3,18.3,True
185.4,20.2,18.8,True
166.2,26.2,20.8,False
270.6,24.2,24.7,True
193.6,23.2,22.5,False
239.4,24.5,25.2,True
253.3,30.3,22.7,False
225.9,18.9,27.0,True
236.1,23.9,32.3,True
178.7,31.5,29.5,False
187.5,19.4,26.0,True
145.0,30.1,30.4,False
238.7,32.2,24.3,False
224.3,21.9,20.1,True
150.5,32.4,26.5,False
162.1,30.1,30.5,False
170.5,32.7,32.4,False
152.2,19.8,19.1,False
174.2,28.5,24.8,False
175.1,32.6,31.7,False
149.0,29.4,21.8,False
215.2,27.5,29.3,True
274.9,27.4,27.7,True
161.5,29.0,23.8,False
208.9,24.3,25.8,True
272.9,25.0,25.8,True
155.2,30.7,25.0,False
175.5,18.3,21.8,True
168.3,26.8,21.1,False
263.7,18.3,25.6,True
243.1,18.9,23.8,True
151.6,26.8,25.8,False
235.2,22.0,25.5,True
186.8,22.9,27.7,False
276.6,32.2,29.4,False
179.6,32.1,18.9,False
184.9,24.8,32.2,False
221.9,18.5,29.0,True
237.3,33.0,20.5,True
219.1,20.6,20.4,True
149.0,27.6,24.2,False
200.9,32.0,32.9,False
211.5,22.7,30.9,True
239.7,26.8,30.0,True
163.7,26.7,24.2,False
193.5,21.0,28.8,True
236.2,18.6,23.0,True
146.9,32.6,25.3,False
245.7,29.9,22.6,True
181.7,26.3,19.5,False
179.9,18.3,23.0,True
214.5,23.6,21.4,True
148.6,31.9,28.7,False
206.0,23.6,29.4,False
190.9,20.7,32.7,False
222.8,20.2,20.6,True
257.4,27.9,21.8,True
179.8,23.9,28.7,False
224.6,23.2,32.8,True
221.1,32.5,31.8,False
187.0,18.7,22.0,True
161.7,29.4,20.5,False
177.7,20.8,29.9,True
240.1,25.2,30.1,False
209.1,21.8,20.2,True
249.7,31.6,19.6,True
278.0,26.3,23.8,True
233.8,30.3,20.6,True
195.7,25.7,27.2,False
163.5,27.8,29.7,False
268.1,22.7,27.9,True
214.4,31.6,30.1,False
263.0,21.2,28.3,True
244.3,26.5,21.5,True
200.8,19.5,18.8,True
212.2,22.9,28.7,True
232.8,29.0,21.9,True
171.6,32.2,25.4,False
215.1,20.9,21.2,True
185.8,30.2,24.7,False
205.7,24.7,21.4,True
243.3,19.9,20.7,True
194.7,24.0,20.6,True
220.8,24.6,18.1,True
175.6,30.7,23.5,False
196.8,26.4,25.1,False
214.1,18.5,23.9,True
263.0,26.1,22.3,True
232.5,24.0,18.3,True
209.0,25.0,19.2,True
263.9,18.9,27.9,True
192.2,28.0,26.8,False
185.0,29.3,27.9,False
154.9,30.7,28.5,False
199.0,19.1,28.7,True
142.1,18.5,30.9,False
273.7,29.2,31.6,True
158.9,25.5,28.8,False
225.4,26.8,23.5,True
274.2,18.1,22.7,True
169.0,22.0,22.2,False
171.9,24.0,25.7,True
230.4,20.9,25.9,True
274.7,28.9,26.3,True
262.4,23.5,24.6,True
178.2,19.7,29.6,True
191.1,24.2,31.8,False
143.5,19.0,28.9,False
142.6,27.6,31.6,False
155.4,24.5,28.0,False
191.1,19.5,20.2,True
205.5,20.7,20.0,True
188.6,31.9,29.6,False
226.9,20.6,18.3,True
216.9,23.8,25.8,True
246.8,20.2,23.2,True
236.6,24.6,32.9,False
278.5,29.1,22.3,True
156.4,25.0,23.7,False
249.2,18.6,31.6,True
181.2,25.8,18.9,False
241.6,20.3,18.7,True
170.3,24.9,19.4,False
262.9,29.3,28.8,True
247.2,23.8,19.8,True
144.6,27.7,29.4,False
267.9,29.7,27.6,True
206.2,29.4,18.7,True
197.4,31.4,23.1,False
180.0,18.5,24.1,True
276.1,28.3,31.0,True
274.2,23.1,25.8,True
169.2,20.3,29.9,True
252.7,32.1,29.7,False
214.8,21.3,30.1,False
186.8,18.8,28.4,True
244.8,26.5,18.5,True
267.8,27.8,19.9,True
163.1,32.4,32.9,False
257.7,30.8,23.2,True
270.2,29.9,22.8,True
197.4,28.2,20.3,True
196.2,30.6,28.6,False
271.1,31.0,19.8,True
225.9,32.1,30.7,False
218.2,28.6,30.2,False
203.0,23.2,23.5,True
199.6,22.4,28.2,False
212.2,20.8,24.1,True
251.5,30.4,19.4,True
221.1,21.6,28.6,True
165.7,20.5,26.8,False
253.4,21.5,29.4,True
203.6,27.7,20.5,False
202.1,31.8,23.0,False
270.2,29.7,19.9,True
204.0,24.4,24.9,True
206.9,22.7,25.9,False
171.6,27.2,26.2,False
262.1,18.5,28.7,True
175.9,23.8,32.0,False
189.1,22.9,26.3,True
272.6,18.5,21.1,True
230.2,29.2,29.1,True
198.8,22.2,19.9,True
162.3,31.2,25.2,False
259.3,31.6,19.1,True
233.6,20.5,24.3,True
261.0,21.7,28.9,True
165.8,30.7,19.9,False
168.8,23.4,24.6,False
205.2,18.9,28.9,True
194.0,27.8,32.8,False
148.6,24.2,19.4,False
192.9,27.3,25.9,False
159.1,23.2,25.2,False
181.4,18.5,30.8,True
213.4,21.4,21.8,True
187.0,26.5,22.1,True
228.5,25.1,19.8,True
179.1,23.2,20.5,True
258.6,20.9,21.0,True
167.6,33.0,29.7,False
213.6,18.2,23.4,True
235.9,20.9,30.9,True
209.4,30.2,27.9,False
196.6,24.4,19.7,True
191.2,30.5,23.5,False
147.6,31.5,31.3,False
230.2,28.0,23.6,True
245.6,26.4,25.3,True
255.6,22.7,24.3,True
171.6,32.2,24.8,False
156.2,18.8,26.9,False
186.4,24.0,25.2,False
211.0,30.7,24.8,False
257.2,26.5,32.4,True
184.7,32.5,30.8,False
223.6,28.2,27.1,True
232.7,29.6,23.8,True
273.2,26.2,24.2,True
268.9,24.9,24.7,True
269.5,27.9,30.0,True
193.7,25.5,23.1,True
227.7,20.1,32.4,True
153.8,22.8,20.9,False
254.6,26.6,28.5,True
143.8,23.0,29.2,False
181.4,31.8,25.1,False
256.0,30.5,32.0,True
187.7,29.4,31.8,False
202.1,26.6,22.6,True
164.7,31.6,29.9,False
181.5,24.3,18.8,True
276.4,25.9,29.4,True
177.1,23.9,29.5,False
186.2,21.2,29.6,False
246.6,30.8,27.6,True
227.3,28.9,30.9,False
247.9,20.2,19.6,True
169.2,23.1,28.8,False
199.6,32.5,21.8,False
265.4,25.7,29.8,True
225.9,21.4,31.9,True
190.0,28.6,29.1,False
235.9,26.2,30.2,True
177.1,32.0,21.9,False
176.3,27.1,22.8,False
266.4,27.7,21.1,True
195.0,21.7,24.4,True
232.8,30.7,28.2,False
266.9,26.1,30.0,True
229.9,24.3,29.2,True
272.8,21.2,22.2,True
171.5,18.4,20.7,True
269.2,26.5,19.4,True
180.9,20.5,22.8,True
197.1,32.9,31.2,False
268.1,19.5,28.6,True
188.3,21.7,24.5,False
191.9,26.6,21.8,False
260.2,21.1,18.1,True
276.3,24.0,24.8,True
233.2,20.5,27.7,True
217.5,21.8,25.8,True
228.7,27.2,29.7,False
184.6,23.8,31.4,False
146.5,18.8,21.0,True
142.3,30.5,22.0,False
172.1,23.5,27.4,False
151.8,29.0,31.7,False
210.1,21.7,32.7,True
194.3,27.3,29.3,False
231.1,23.8,23.4,True
253.0,21.3,30.8,True
172.6,20.6,28.3,True
163.3,18.5,29.9,False
263.8,27.6,32.3,True
155.7,18.9,32.6,False
272.2,23.6,24.7,True
166.8,29.0,19.3,False
254.5,27.9,30.1,True
166.6,30.9,19.3,False
197.8,25.9,29.9,False
222.4,30.2,29.3,False
201.0,19.9,29.0,True
184.9,19.0,26.4,True
247.3,20.3,21.9,True
155.5,22.8,18.2,False
237.1,24.4,19.0,True
247.9,23.6,19.6,True
241.0,29.9,23.2,True
230.2,29.0,21.6,False
157.0,31.5,32.5,False
253.3,28.3,29.7,True
276.7,19.8,21.5,True
153.6,23.7,21.5,False
193.9,32.3,31.2,False
175.4,23.4,25.6,False
189.1,30.5,18.6,False
273.9,29.0,19.4,True
256.2,31.1,19.3,True
202.2,26.3,28.4,True
234.2,26.1,23.7,True
181.8,18.3,29.3,True
262.1,27.9,25.2,True
239.4,29.7,28.8,False
203.7,30.3,32.0,False
240.5,24.1,22.2,True
210.1,22.8,30.1,True
257.1,21.7,20.1,True
238.7,21.7,28.8,True
267.2,28.0,31.9,False
163.0,29.4,22.4,False
176.5,24.7,18.5,True
184.7,27.3,22.0,False
219.5,22.8,20.1,True
241.4,28.4,20.8,True
196.1,24.4,29.0,False
261.5,27.0,30.4,True
188.4,18.1,22.0,True
179.5,30.6,21.0,False
207.8,19.0,28.2,True
182.3,24.0,28.4,False
249.8,32.0,24.2,False
171.2,31.4,26.7,False
279.5,24.1,28.2,True
217.4,29.8,27.7,False
147.1,18.2,27.0,False
235.4,32.2,29.1,False
267.4,20.3,32.6,True
245.6,20.7,29.5,True
144.5,31.8,29.4,False
160.2,20.5,20.5,True
228.2,25.8,19.8,True
152.2,27.3,30.8,False
234.0,21.8,26.4,True
233.6,28.1,22.5,True
248.1,26.2,22.9,True
235.1,30.8,27.1,True
175.5,20.3,24.7,True
153.2,23.6,28.3,False
244.6,21.7,20.8,True
254.7,23.6,26.6,True
158.8,22.5,21.7,False
276.0,21.4,25.0,True
215.5,19.9,20.6,True
223.2,25.2,28.5,False
255.7,22.1,31.3,True
246.0,27.1,30.5,False
279.0,19.2,30.5,True
156.6,30.9,32.9,False
143.0,32.2,27.6,False
219.5,27.3,31.0,False
218.6,23.0,21.9,True
160.3,20.1,26.8,False
229.9,30.9,28.9,False
255.5,27.4,20.5,True
185.9,32.7,22.0,False
231.3,28.7,25.4,True
164.7,31.2,27.3,False
275.5,26.2,30.9,True
206.3,30.2,29.3,False
276.8,18.1,23.3,True
253.9,27.4,30.2,True
201.9,22.2,27.2,True
229.2,26.7,32.2,True
200.9,30.1,21.6,False
218.1,24.1,26.6,False
205.7,19.8,27.3,True
174.6,20.8,30.4,True
193.6,27.7,24.5,False
210.9,24.2,20.3,True
265.1,22.6,32.1,True
201.5,31.3,22.4,False
227.3,28.9,23.6,True
186.3,20.1,28.9,True
257.3,23.7,31.9,True
225.5,28.2,31.2,False
195.0,28.1,30.5,False
224.4,25.5,21.1,True
193.4,21.4,29.6,True
175.2,25.9,24.3,False
226.5,24.6,25.7,True
258.5,26.9,26.6,True
279.9,24.2,22.8,True
162.3,27.5,26.5,False
270.7,32.5,21.1,True
261.6,19.3,31.2,True
190.4,33.0,27.9,False
255.7,22.1,22.0,True
221.4,32.9,30.4,False
213.0,26.9,25.0,False
172.3,21.4,28.0,True
256.4,28.8,24.1,True
208.9,31.3,19.7,False
230.6,24.4,27.3,True
154.3,30.4,23.4,False
255.6,30.4,25.2,False
141.2,21.3,28.2,False
191.0,20.5,25.0,True
200.3,29.0,33.0,False
239.2,20.6,21.9,True
200.9,22.9,27.9,False
273.2,24.2,25.4,True
146.1,23.0,19.1,False
271.3,18.1,21.1,True
158.3,23.4,25.4,False
167.7,32.2,24.6,False
203.3,23.6,20.8,True
275.0,28.2,25.6,True
200.0,29.2,26.4,False
239.8,30.3,26.1,True
164.9,26.5,22.7,False
267.5,20.9,28.2,True
218.2,20.9,30.5,True
252.1,33.0,29.7,False
276.0,23.0,20.0,True
140.9,31.6,31.5,False
246.7,25.7,20.1,True
243.7,18.6,25.1,True
175.6,18.5,29.9,True
206.1,18.5,19.3,True
218.1,31.1,21.0,True
203.1,32.9,25.0,False
150.1,22.4,19.0,False
186.9,27.5,21.0,False
246.9,29.4,19.3,True
268.3,19.1,20.1,True
218.3,18.9,30.0,True
217.1,32.7,21.3,False
188.7,23.2,30.1,False
266.6,20.0,22.2,True
252.3,25.8,22.7,True
219.5,19.1,26.4,True
271.1,22.2,29.3,True
198.3,28.7,23.9,True
171.2,18.2,26.8,True
151.6,28.6,31.8,False
213.2,31.5,22.9,False
178.6,30.1,26.4,False
