InitialSeparation,OvertakingSpeed,OncomingSpeed,Success
239.9,18.6,21.1,True
279.1,24.4,25.0,True
239.6,31.0,31.6,False
173.3,24.3,31.9,False
150.0,28.1,19.1,False
204.4,23.5,20.9,True
238.2,23.4,23.8,True
184.6,19.7,21.5,True
276.7,28.5,22.7,True
172.6,19.0,30.9,False
224.7,25.9,20.8,True
150.5,21.5,31.0,False
162.1,23.7,22.1,True
201.0,22.3,27.9,False
196.7,30.9,21.1,False
213.0,18.1,32.9,True
273.0,26.2,24.2,True
230.4,21.5,18.2,True
155.2,18.4,27.0,False
207.8,22.6,27.9,False
239.0,27.2,25.9,False
271.2,32.9,32.9,False
266.2,22.0,28.2,True
209.6,24.8,28.5,True
189.0,31.1,30.5,False
150.8,27.1,28.9,False
269.1,26.4,24.6,True
242.8,21.8,21.2,True
247.1,18.4,28.6,True
187.1,19.0,29.6,True
232.2,18.3,21.8,True
181.5,26.3,20.8,True
239.3,31.8,30.4,False
155.5,28.5,23.3,False
205.1,32.3,24.4,False
142.0,31.5,27.7,False
249.4,31.5,29.1,True
243.1,31.1,30.3,True
197.9,19.1,22.2,True
183.7,21.4,28.4,True
205.0,27.4,21.3,False
268.6,27.4,27.0,True
152.4,18.3,30.2,True
204.0,32.8,26.8,False
176.1,24.6,26.2,False
244.2,30.6,19.0,True
226.5,20.2,21.7,True
167.5,31.0,21.4,False
230.7,30.7,31.4,False
196.0,20.0,31.9,True
244.8,26.4,25.7,True
273.0,28.7,27.1,True
246.1,26.1,30.8,True
160.8,32.5,26.3,False
261.7,25.9,27.5,True
160.9,23.9,22.5,False
243.8,21.4,26.5,True
193.2,23.4,25.2,True
250.2,21.1,29.9,True
217.2,27.5,22.6,True
243.0,19.8,19.2,True
231.6,26.3,18.5,True
161.5,28.3,24.9,False
176.7,28.4,26.4,False
246.4,33.0,25.2,False
238.1,30.4,27.2,False
251.9,22.7,31.4,True
237.5,22.1,20.7,True
243.5,30.0,30.3,False
252.4,18.3,26.5,True
226.8,20.3,23.9,True
209.9,26.2,21.9,True
221.0,29.5,31.3,False
150.6,30.5,29.5,False
233.6,25.3,24.6,True
180.2,26.8,32.5,False
158.3,20.7,23.5,False
159.0,31.4,28.8,False
257.9,32.5,31.2,False
249.4,27.2,32.2,True
266.9,18.7,28.9,True
204.6,23.4,26.8,False
207.7,24.2,30.4,False
159.7,21.5,30.9,False
269.6,31.9,25.0,True
142.9,26.9,22.8,False
258.4,25.8,26.5,True
147.6,26.6,25.0,False
202.5,30.0,18.8,False
151.0,23.5,26.3,False
148.5,29.4,19.4,False
158.5,30.0,29.3,False
252.1,28.7,23.8,True
245.6,26.6,21.7,True
234.2,28.6,30.6,False
226.5,21.0,30.7,True
224.5,32.7,19.3,False
269.2,30.2,25.4,True
248.4,31.6,18.5,True
205.0,25.6,20.3,True
186.3,27.4,24.4,False
189.8,20.3,19.3,True
161.1,31.0,28.2,False
171.4,21.5,18.7,True
142.7,26.8,23.0,False
152.9,25.0,29.6,False
225.5,28.8,19.5,True
172.3,20.1,31.3,False
269.9,19.0,29.3,True
178.2,27.1,32.5,False
149.7,21.5,19.7,False
240.7,20.8,31.8,True
235.8,22.9,23.4,True
151.9,30.6,31.4,False
152.1,21.0,30.9,False
155.9,19.0,25.6,True
216.3,32.8,22.9,False
236.3,31.4,20.1,True
249.6,25.4,29.5,True
217.3,29.3,28.7,False
201.3,30.0,26.3,False
266.0,18.5,31.8,True
231.0,32.1,27.6,True
207.8,19.8,27.4,True
204.2,24.7,22.7,True
277.7,25.9,18.3,True
276.9,27.3,25.0,True
234.7,20.5,32.7,True
252.2,27.0,22.8,True
272.7,25.2,18.9,True
230.0,19.4,20.4,True
167.6,30.9,29.7,False
226.0,29.8,30.0,False
218.7,29.0,25.6,False
189.9,31.7,21.9,False
140.8,27.5,19.5,False
147.1,25.7,25.8,False
262.2,32.2,21.2,True
220.8,26.7,23.3,True
217.1,28.8,20.6,True
169.2,27.2,24.1,False
240.6,26.0,21.7,True
201.8,32.2,20.8,False
170.6,30.5,20.9,False
177.2,30.4,30.6,False
173.7,28.7,23.4,False
152.7,19.8,21.2,False
211.8,22.2,32.6,True
230.9,26.8,21.3,True
230.2,24.2,30.9,True
259.7,25.7,19.6,True
205.7,30.9,24.9,True
154.2,28.1,24.0,False
273.8,23.0,29.2,True
242.2,27.2,25.6,True
194.9,20.3,28.3,True
272.9,19.5,22.7,True
212.0,22.1,27.3,True
154.3,30.2,19.5,False
229.2,31.3,26.1,True
234.5,18.2,25.8,True
153.0,31.3,24.6,False
233.2,31.9,27.6,False
256.2,21.3,20.4,True
262.6,20.1,20.3,True
227.0,30.5,31.9,False
176.8,29.6,25.6,False
268.1,29.6,32.3,False
140.7,30.0,32.1,False
279.6,25.2,32.6,True
229.1,30.3,32.4,False
167.2,27.4,26.8,False
271.3,22.8,18.9,True
181.2,24.0,23.1,True
218.0,20.8,25.0,True
142.8,32.5,28.0,False
230.9,30.7,27.4,False
245.7,29.5,21.2,True
142.8,23.6,21.9,False
192.1,26.1,21.7,True
218.1,18.4,28.6,True
273.6,28.0,20.1,True
189.1,30.1,20.9,True
202.5,26.9,21.8,True
213.8,22.4,19.8,True
224.0,28.2,24.4,True
260.3,29.0,24.0,True
148.9,32.4,26.3,False
152.1,24.4,27.8,False
225.5,21.0,32.5,True
141.5,20.3,31.7,False
237.4,23.1,18.4,True
277.4,31.2,21.8,True
154.8,19.8,22.9,False
264.4,30.7,24.8,True
142.6,21.7,27.5,False
194.8,30.7,31.4,False
219.2,26.5,26.7,True
250.7,21.3,25.3,True
192.1,30.4,24.1,False
274.0,23.8,29.7,True
222.4,18.7,29.5,True
188.8,18.2,19.2,True
209.5,21.3,31.6,True
221.9,21.2,28.4,True
211.9,19.6,23.7,True
173.7,31.5,32.7,False
209.6,32.3,25.6,False
176.4,26.7,27.7,False
252.7,25.3,26.0,True
249.8,23.5,25.9,True
235.3,32.1,24.4,True
175.7,22.7,26.3,False
190.2,31.8,25.3,False
152.8,30.9,28.3,False
209.3,19.1,24.4,True
175.0,27.7,32.5,False
168.8,31.3,22.5,False
154.6,19.7,23.2,True
244.0,27.7,19.6,True
238.1,32.5,22.2,False
148.7,21.3,32.0,False
181.9,21.2,30.6,True
277.1,24.0,22.3,True
175.5,24.6,27.2,False
166.3,22.7,23.8,True
164.3,28.5,27.8,False
271.9,26.5,26.1,True
277.2,30.0,23.7,True
170.2,30.2,30.0,False
145.4,19.9,21.9,False
270.7,29.8,18.4,True
163.0,23.5,27.8,False
222.8,24.2,23.6,True
231.0,26.5,21.3,True
212.4,31.0,29.5,False
208.8,21.1,29.4,True
244.3,31.9,29.5,False
140.6,32.1,23.9,False
251.0,27.3,20.8,True
193.4,23.7,32.7,False
178.4,30.9,22.7,False
253.5,28.2,23.6,True
246.3,22.0,28.1,True
166.6,31.2,31.9,False
240.6,23.6,18.5,True
148.0,18.2,21.0,False
279.3,21.6,18.0,True
257.2,28.9,27.1,True
191.5,28.2,30.0,False
145.0,19.2,23.0,True
257.7,24.6,26.8,True
182.0,19.9,18.7,True
189.7,18.4,19.0,True
258.5,32.0,27.7,True
160.7,27.0,23.7,False
169.3,21.7,24.7,True
265.6,29.8,20.9,True
231.7,21.6,31.0,True
230.2,21.1,20.9,True
223.7,24.6,27.0,True
242.3,32.4,32.5,False
240.3,22.2,26.3,True
241.3,19.9,30.6,True
141.7,32.1,23.0,False
147.5,19.6,29.0,False
265.0,29.8,28.2,False
205.3,28.4,29.2,False
221.3,32.4,29.8,False
171.0,26.4,19.1,False
182.9,31.9,24.4,False
227.3,26.0,23.0,True
216.1,32.9,27.6,False
266.6,22.8,20.6,True
175.5,29.0,20.0,False
150.3,28.1,29.0,False
228.4,19.1,25.0,True
228.4,30.9,18.1,True
146.1,27.5,19.3,False
271.1,26.2,22.1,True
193.1,25.2,30.3,False
266.3,23.7,24.8,True
247.0,26.5,20.9,True
240.6,18.2,28.8,True
197.2,26.7,22.3,True
200.3,27.4,25.1,False
223.7,27.9,21.8,False
236.1,29.6,18.7,True
162.0,26.8,23.8,False
144.5,19.8,30.1,False
190.1,20.0,18.3,True
209.7,26.0,19.3,False
160.8,24.8,18.5,False
181.6,25.3,21.6,True
272.6,19.2,24.1,True
213.1,23.0,21.1,True
265.5,28.4,29.6,True
193.4,27.6,19.2,True
201.1,28.3,22.3,False
191.8,21.4,25.8,True
246.1,22.9,22.7,True
234.1,21.2,28.1,True
225.5,26.4,22.8,True
247.0,25.8,27.3,True
197.7,32.9,29.5,False
156.5,24.3,25.3,False
174.0,32.4,24.4,False
195.5,23.4,29.9,False
194.3,32.5,20.7,False
164.9,25.2,29.0,False
172.4,31.6,29.6,False
186.4,22.5,26.8,False
231.8,27.7,29.1,False
179.2,20.2,18.9,True
275.7,22.6,24.0,True
171.6,32.6,29.4,False
238.4,22.3,32.6,True
225.7,24.5,32.5,False
214.8,20.4,25.8,True
150.4,26.4,29.7,False
151.2,23.7,20.3,False
163.6,22.8,29.6,False
149.4,25.7,28.0,False
156.8,22.9,26.9,False
238.6,28.5,22.0,True
215.7,27.8,28.9,False
237.2,25.6,22.7,True
203.2,24.5,21.7,True
182.8,20.0,27.9,True
229.4,27.1,19.8,True
142.9,28.1,31.2,False
253.4,24.0,21.7,True
182.1,24.4,20.0,False
167.3,30.5,26.5,False
257.1,27.9,22.5,True
240.8,25.3,23.7,True
163.9,19.1,19.4,True
153.0,28.1,29.1,False
188.6,18.5,30.3,True
218.0,31.5,24.1,False
148.1,25.6,22.4,False
195.9,32.2,25.0,False
262.7,22.9,30.5,True
192.3,27.7,25.8,False
275.5,21.0,32.3,True
148.6,32.1,21.6,False
232.1,22.6,27.4,True
246.7,23.7,25.2,True
203.4,20.1,29.1,True
219.3,29.4,29.5,False
216.1,23.1,23.8,True
148.7,25.6,24.0,False
157.0,29.4,19.4,False
175.1,26.6,19.4,False
188.1,23.9,22.6,True
231.5,32.6,26.1,False
263.0,18.6,29.2,True
249.0,18.9,24.1,True
188.2,19.9,30.3,True
277.1,19.7,25.4,True
215.1,25.8,27.4,True
261.6,28.5,29.2,True
142.1,21.5,28.0,False
160.3,32.8,23.2,False
264.9,23.8,32.7,True
154.1,27.9,19.9,False
263.7,24.8,22.7,True
186.7,26.9,23.4,False
192.8,21.5,31.3,False
252.9,25.3,19.6,True
140.2,26.4,28.6,False
255.2,23.4,23.4,True
165.8,30.3,20.7,False
186.4,24.3,22.3,False
181.1,30.5,31.4,False
203.3,30.4,22.8,False
264.3,32.7,23.7,False
219.4,19.9,25.5,True
236.2,25.9,27.9,True
241.4,25.8,22.3,True
262.2,27.6,21.1,True
149.8,21.3,29.4,False
278.1,27.4,21.7,True
265.5,23.9,22.9,True
229.2,18.1,22.9,True
214.4,19.6,22.0,True
164.3,22.3,29.6,False
172.5,28.4,29.1,False
212.4,25.8,30.0,False
255.6,24.9,21.8,True
198.9,18.3,18.4,True
152.0,25.8,30.5,False
248.1,32.6,31.6,False
254.1,32.8,28.1,True
209.3,31.5,22.4,False
275.0,26.6,26.7,True
254.3,22.5,19.1,True
220.2,27.3,20.0,True
239.8,23.9,21.1,True
248.0,32.6,31.7,False
264.1,24.7,28.0,True
209.4,23.0,32.4,False
187.8,21.0,31.3,True
238.9,24.9,22.8,True
216.1,30.4,28.3,False
226.1,20.0,18.8,True
196.6,27.5,28.2,True
146.2,26.5,27.8,False
234.9,25.9,26.9,False
160.1,29.2,31.7,False
199.7,18.4,28.2,True
274.4,30.8,22.2,True
238.3,22.9,30.3,True
278.2,31.9,20.9,True
174.5,19.8,26.6,True
268.9,24.1,21.2,True
233.7,27.8,32.0,False
214.4,19.2,20.9,True
204.6,18.8,25.9,True
276.9,31.7,19.4,True
186.4,32.1,32.8,False
181.9,27.0,19.2,True
182.9,19.5,25.7,True
267.4,20.1,19.7,True
183.5,31.4,32.5,False
208.4,30.8,29.5,False
277.0,27.5,24.1,True
266.0,32.6,28.8,True
242.6,20.7,32.2,True
169.7,24.0,24.2,False
226.2,24.3,18.5,True
229.6,31.1,29.0,False
173.8,29.6,20.9,False
272.2,24.9,18.3,True
249.0,26.7,21.7,True
224.2,31.5,26.2,False
279.6,22.6,19.1,True
277.0,19.3,30.3,True
273.6,18.7,21.0,True
177.9,29.7,21.1,False
237.0,19.5,27.1,True
165.1,20.0,21.5,True
199.2,20.2,28.6,True
255.1,28.4,31.4,True
240.9,27.6,20.4,True
256.1,22.7,24.1,True
219.2,21.6,30.2,True
275.0,19.5,28.9,True
175.1,30.1,25.9,False
237.6,23.2,29.8,True
174.0,27.2,25.6,False
186.0,23.4,22.5,False
176.6,29.1,19.1,True
268.6,21.2,31.1,True
232.1,30.6,25.4,False
259.8,32.6,24.0,True
239.3,27.5,30.6,False
262.8,27.1,23.7,True
220.4,26.2,20.7,True
188.9,30.9,25.1,False
229.9,29.0,19.5,True
225.6,18.5,31.3,True
220.3,20.6,27.5,True
153.6,27.6,29.4,False
264.6,24.6,20.3,True
226.0,21.2,22.8,True
189.7,30.7,18.1,False
210.1,21.5,28.8,True
272.6,25.7,24.8,True
238.2,28.4,32.2,True
240.5,22.0,25.3,True
173.6,29.1,31.2,False
208.1,25.3,18.4,True
229.1,29.8,25.7,False
167.8,26.6,21.9,True
216.9,30.8,26.0,False
149.2,21.6,30.2,False
273.9,24.6,20.2,True
239.0,30.8,25.3,False
252.3,30.1,27.5,True
190.9,20.9,27.5,True
234.1,30.5,21.4,True
140.1,19.9,29.0,False
234.2,25.4,20.9,True
148.6,18.1,32.9,False
233.8,19.3,26.6,True
167.8,30.5,31.9,False
172.8,25.4,25.0,False
204.2,22.4,31.1,True
273.5,29.2,25.8,True
199.7,21.9,26.6,True
172.2,22.7,18.6,True
142.2,24.5,31.8,False
156.2,26.9,22.9,False
151.2,30.8,21.8,False
227.1,24.1,25.0,True
206.4,24.2,19.6,True
153.5,25.0,26.1,False
200.4,20.3,27.5,True
200.3,18.7,21.3,True
253.8,26.3,30.9,True
211.7,21.9,26.1,True
271.8,19.4,18.8,True
276.6,23.9,20.2,True
157.7,32.7,26.6,False
226.2,30.4,30.2,True
272.1,28.2,28.0,True
254.0,25.8,22.7,True
221.1,25.1,26.6,True
256.8,18.3,25.8,True
239.3,20.1,25.8,True
212.3,33.0,24.8,False
188.4,30.2,32.4,False
236.5,31.5,32.9,False
248.2,28.0,18.3,True
207.0,21.9,20.6,True
180.3,31.8,29.9,False
271.3,26.2,20.7,True
271.8,32.1,28.3,False
148.0,25.0,24.6,False
193.2,21.8,20.9,True
155.5,28.1,20.2,False
258.1,22.8,26.3,True
253.4,27.5,19.7,True
221.5,26.7,22.2,True
196.4,32.0,18.5,False
163.5,22.6,32.8,False
237.1,28.9,20.8,True
236.6,27.7,25.2,True
278.5,25.4,20.1,True
150.5,29.2,19.9,False
214.3,30.6,25.6,True
264.8,18.8,27.8,True
269.1,19.3,23.5,True
218.9,26.7,23.2,False
191.2,31.7,28.4,False
177.7,19.0,27.5,True
253.7,29.2,29.0,True
161.5,19.0,32.5,False
145.8,23.4,22.9,False
211.0,29.1,25.2,False
228.5,27.6,22.8,True
178.8,23.4,22.1,False
193.1,31.1,27.4,False
212.8,20.0,18.7,True
213.2,24.1,24.4,True
225.5,28.9,24.7,True
248.3,30.1,28.8,False
278.4,23.7,27.4,True
187.3,21.6,24.1,True
169.7,30.7,21.9,False
159.5,18.3,28.1,False
166.9,30.0,29.0,False
277.1,26.0,28.9,True
261.5,21.6,20.5,True
224.3,21.7,25.1,True
271.0,26.5,22.2,True
180.2,26.7,22.5,False
209.1,29.2,21.3,True
239.3,21.3,30.1,True
180.7,25.9,26.8,False
225.7,23.6,21.8,True
240.5,32.2,24.5,True
246.8,24.7,19.1,True
165.4,29.8,20.0,False
147.4,29.1,21.3,False
201.6,31.8,28.8,False
241.8,28.8,27.4,False
230.2,19.9,28.0,True
218.9,27.7,32.0,False
220.7,21.9,28.0,True
173.5,27.7,27.7,False
182.6,22.2,32.6,False
152.4,30.3,18.7,False
247.8,30.7,22.8,True
152.3,24.1,27.6,False
221.5,31.2,28.5,False
173.4,19.4,32.5,False
276.2,20.8,32.5,True
143.9,28.0,27.1,False
147.3,23.6,20.5,False
243.1,21.8,18.0,True
213.9,22.8,21.8,True
268.3,22.5,22.3,True
256.3,27.3,27.0,True
249.3,27.1,26.5,True
186.6,18.7,26.9,True
235.2,28.5,31.7,True
