InitialSeparation,OvertakingSpeed,OncomingSpeed,Success
216.6,32.4,27.5,False
175.9,23.4,24.4,False
242.3,24.7,18.8,True
257.2,26.7,20.6,True
235.2,18.1,30.8,True
251.7,18.0,23.0,True
220.5,30.6,26.7,False
235.8,31.8,19.0,True
257.2,19.4,22.1,True
215.8,25.2,27.3,True
257.7,21.6,27.9,True
202.4,22.3,22.5,True
154.1,20.6,20.4,True
142.9,27.3,22.4,False
272.0,25.0,25.9,True
155.3,24.0,27.4,False
161.6,22.6,31.3,False
253.4,26.4,23.0,True
211.7,23.5,23.5,True
197.4,30.9,25.5,False
150.8,19.7,32.9,False
181.9,31.4,20.7,False
142.0,30.7,27.1,False
178.6,28.8,30.7,False
212.2,29.9,31.2,False
172.5,27.8,28.2,False
173.9,18.7,19.2,True
150.9,28.9,20.6,False
198.9,29.1,32.2,False
216.5,21.0,26.3,True
216.7,19.6,18.3,True
239.1,18.8,26.0,True
201.9,30.1,22.4,False
257.1,21.1,27.9,True
207.0,27.8,32.3,False
234.5,28.3,26.2,False
216.5,19.0,25.7,True
273.5,28.3,20.6,True
250.0,30.3,30.2,False
166.6,30.0,31.7,False
229.4,32.0,23.6,False
146.9,20.4,22.4,False
260.4,32.0,22.5,True
174.4,25.6,27.9,False
263.5,29.8,19.2,True
171.0,33.0,22.2,False
180.8,26.1,22.7,False
278.8,28.2,27.9,True
165.7,25.9,24.0,False
158.9,18.1,21.3,True
257.4,21.9,20.5,True
183.6,32.3,19.2,False
152.3,19.1,23.9,True
236.1,19.8,25.0,True
165.2,30.5,24.7,False
259.4,20.2,31.0,True
263.2,28.8,28.1,True
248.9,25.1,20.4,True
204.8,30.2,30.6,False
143.7,31.4,24.5,False
268.9,29.1,19.0,True
165.3,29.8,19.1,False
214.8,25.6,24.5,False
168.1,23.9,28.6,False
181.0,19.3,25.1,True
177.4,19.2,25.2,True
262.2,24.3,27.1,True
260.3,20.9,32.4,True
230.4,28.3,31.1,True
260.3,27.9,30.1,False
169.7,27.6,32.3,False
192.1,32.6,22.4,False
261.5,27.3,28.7,True
146.3,31.7,30.9,False
272.2,30.4,30.2,True
146.8,27.1,30.6,False
240.5,19.8,23.8,True
187.1,32.9,31.6,False
204.3,26.2,31.5,False
278.2,18.7,18.5,True
251.8,30.8,28.0,True
226.8,22.2,24.5,True
261.4,18.0,31.2,True
272.3,25.5,31.8,True
141.5,29.6,20.9,False
172.9,21.7,19.3,True
198.9,28.9,31.6,False
265.3,21.5,23.5,True
199.4,19.8,32.0,False
276.2,19.1,29.8,True
220.5,26.1,29.8,False
151.9,31.6,27.8,False
174.9,20.7,30.4,False
143.2,25.7,24.0,False
209.9,23.0,23.1,True
277.9,27.7,32.2,True
200.5,21.9,24.9,True
234.8,19.2,22.5,True
186.6,28.7,21.8,False
276.3,30.7,23.2,True
158.9,22.5,25.6,False
248.5,18.5,24.1,True
184.5,28.3,31.5,False
261.8,28.3,26.8,True
162.8,29.1,21.6,False
188.6,28.9,28.2,False
195.3,19.0,32.4,True
149.6,23.4,32.3,False
151.5,26.6,27.1,False
194.0,27.7,23.4,False
187.4,32.6,26.9,False
212.3,30.6,18.0,False
174.6,31.3,23.5,False
146.4,22.9,32.2,False
206.8,21.7,31.1,True
166.8,20.1,23.1,False
204.4,26.2,20.4,True
274.7,18.0,18.9,True
159.7,29.0,26.8,False
161.2,32.2,32.9,False
223.7,32.3,26.4,False
161.2,22.9,24.9,False
271.8,23.6,26.8,True
185.3,20.2,20.2,True
223.1,27.0,28.9,False
277.9,20.3,26.9,True
277.0,21.4,22.0,True
270.2,25.6,20.6,True
214.0,24.2,26.1,True
263.8,25.0,24.9,True
265.9,22.8,21.0,True
261.3,28.8,29.8,True
270.1,21.1,21.7,True
229.0,26.9,31.8,False
188.9,32.1,21.7,False
155.3,24.3,26.1,False
141.4,21.1,24.4,False
233.0,29.8,29.0,False
155.3,22.1,19.6,False
187.9,27.9,20.7,True
234.8,20.0,22.7,True
218.8,23.5,23.1,True
156.6,26.4,31.5,False
210.9,29.6,30.2,False
238.8,22.1,26.7,True
169.8,18.1,26.1,True
277.7,18.2,26.2,True
266.9,18.7,18.8,True
190.6,22.2,33.0,True
249.7,31.2,19.3,True
252.3,30.7,18.7,True
156.9,21.3,28.0,False
249.6,18.8,26.2,True
217.3,32.7,18.2,False
170.1,32.4,32.5,False
179.3,24.0,21.1,False
232.6,20.0,24.1,True
234.4,22.1,18.0,True
249.1,25.7,18.3,True
234.9,24.5,23.8,True
214.9,23.4,32.3,True
178.4,31.3,23.0,False
224.7,29.2,19.6,False
154.6,24.3,24.9,False
217.5,28.0,24.6,False
156.3,23.7,18.3,False
213.3,24.5,20.4,True
159.8,24.1,23.5,True
257.8,25.9,26.7,True
152.3,22.0,30.3,False
174.0,28.1,30.5,False
271.8,18.6,18.3,True
167.3,31.7,20.8,False
209.7,23.1,27.3,True
217.0,32.7,21.4,False
270.8,21.7,20.6,True
197.2,30.9,26.9,False
280.0,25.7,22.4,True
193.7,32.7,25.4,False
173.0,29.1,31.8,False
185.0,25.6,26.4,False
239.7,22.8,21.2,True
263.8,30.1,21.8,True
279.5,25.3,24.9,True
143.9,20.1,30.4,False
264.8,21.3,25.0,True
188.8,23.2,23.3,True
256.2,31.8,21.5,True
263.2,26.0,29.9,True
164.0,19.3,28.1,False
244.3,27.6,25.4,True
145.6,26.1,23.6,False
174.0,32.6,22.1,False
265.1,32.3,31.1,True
237.8,25.3,27.9,False
148.0,31.7,31.1,False
172.2,18.8,18.9,True
177.2,24.4,29.7,False
164.4,27.0,21.1,False
202.1,32.8,26.5,False
182.4,23.2,24.5,False
190.9,28.4,27.1,False
169.7,23.2,23.3,True
205.7,24.7,28.3,True
219.9,29.0,26.1,True
153.8,23.0,23.6,False
187.6,31.5,28.9,False
241.8,29.9,32.5,False
231.0,26.1,27.5,False
204.1,32.1,18.3,False
276.0,26.8,30.6,True
259.7,26.0,25.9,True
168.1,25.1,24.4,False
195.3,31.7,30.4,False
227.6,29.7,29.8,True
260.9,31.7,32.6,False
192.3,31.7,30.5,False
198.9,32.4,28.3,False
177.7,28.1,21.9,False
219.8,26.9,27.9,True
200.4,28.3,32.4,False
229.8,24.1,26.5,True
160.0,29.9,28.6,False
200.7,29.7,27.9,False
224.0,32.7,25.5,False
178.6,30.5,26.6,False
224.3,25.7,18.6,True
279.6,22.7,31.8,True
209.5,29.1,28.7,False
168.0,27.5,26.8,False
142.1,24.7,19.7,False
182.1,27.0,18.4,False
245.0,21.2,26.9,True
209.1,22.2,32.4,False
209.6,28.7,28.6,True
174.1,23.3,26.6,False
262.3,22.8,22.4,True
181.6,27.0,23.2,False
147.6,19.4,31.9,False
155.4,19.7,24.4,True
182.1,31.8,29.7,False
256.3,19.1,32.4,True
231.5,19.2,25.1,True
149.0,30.5,19.1,False
255.6,29.5,24.6,True
181.1,30.3,25.4,False
140.2,30.1,30.0,False
225.4,25.1,26.0,True
157.2,24.7,30.3,False
203.9,18.2,20.7,True
259.1,19.7,29.6,True
178.4,29.1,22.9,False
154.9,24.7,27.8,False
178.1,18.7,31.4,True
261.5,18.1,18.6,True
170.2,22.6,19.2,True
164.9,22.3,21.6,False
249.3,29.8,22.5,True
252.9,32.1,18.7,True
243.7,30.6,26.9,False
202.7,24.7,24.2,False
179.2,30.2,23.3,False
142.9,25.1,31.5,False
217.9,24.5,32.3,False
273.4,29.1,18.9,True
146.8,27.1,32.5,False
278.8,22.4,23.6,True
228.6,23.3,29.6,True
275.2,32.9,29.5,False
232.0,26.5,18.8,True
250.4,22.0,22.3,True
175.7,24.3,24.2,False
250.6,24.9,29.5,True
220.7,26.0,23.9,True
143.7,26.4,19.6,False
237.1,22.6,28.5,True
249.9,31.2,29.1,True
173.3,18.4,32.1,False
256.3,27.4,22.6,True
240.4,31.0,29.1,False
187.0,21.6,20.4,True
204.5,19.8,26.0,True
152.1,32.4,28.0,False
140.1,28.1,31.2,False
191.7,21.1,28.0,False
247.7,28.6,27.0,False
222.9,19.4,20.6,True
243.3,22.5,19.1,True
237.6,25.9,32.5,True
249.6,23.1,30.7,True
233.5,23.1,21.2,True
218.9,25.9,25.9,True
201.7,19.0,24.0,True
247.6,22.1,20.0,True
145.4,30.9,27.2,False
170.5,21.6,29.6,False
177.8,19.0,29.3,False
208.7,24.9,32.4,False
279.4,27.0,28.0,True
264.2,27.3,30.2,True
242.3,23.9,32.6,True
209.5,21.3,19.2,True
196.7,27.6,29.9,False
225.9,20.1,20.8,True
207.5,32.3,19.2,False
279.9,27.9,24.2,True
248.6,26.8,24.2,True
255.4,20.4,29.5,True
231.8,29.6,18.4,True
247.6,25.3,22.0,True
225.0,24.1,25.2,True
270.2,20.2,31.5,True
204.6,27.0,28.0,False
229.0,22.7,18.9,True
182.9,30.4,23.1,False
197.5,23.1,19.2,True
170.4,19.4,21.3,True
179.2,24.6,18.4,True
197.4,20.3,26.2,True
217.0,18.3,31.4,True
147.2,24.4,20.9,False
183.3,19.1,22.1,True
159.0,23.1,28.3,False
202.3,28.1,24.7,True
149.0,20.5,18.4,False
203.2,19.3,27.7,True
227.3,22.5,20.1,True
263.4,30.6,24.7,True
166.5,20.3,30.3,True
205.5,26.8,28.9,False
217.5,25.1,23.0,True
191.9,27.2,18.9,False
212.7,25.8,25.2,True
262.4,19.7,19.8,True
219.5,30.4,32.0,False
148.7,22.8,24.8,False
253.2,21.1,23.5,True
237.8,20.6,28.4,True
243.6,20.4,31.1,True
145.1,21.1,28.8,False
209.8,27.0,30.0,False
156.9,20.2,26.3,True
155.1,26.6,26.3,False
182.2,20.1,27.1,True
212.2,18.1,28.2,True
156.8,18.6,29.6,True
210.6,25.1,26.3,True
215.4,18.1,20.6,True
275.2,32.5,29.2,True
256.7,27.8,26.7,True
277.7,24.7,23.4,True
179.5,23.3,24.4,True
235.0,30.8,24.2,True
165.5,23.7,19.4,True
190.6,31.3,18.2,False
279.3,31.4,31.5,False
241.8,18.6,32.6,True
182.2,23.5,29.0,False
178.5,32.4,31.2,False
166.9,32.4,25.3,False
236.2,21.2,20.0,True
140.3,29.9,31.7,False
267.2,31.4,27.5,False
156.8,26.2,32.5,False
234.8,21.0,26.5,True
188.7,24.4,27.3,False
189.0,20.9,32.9,False
240.3,30.4,29.7,False
172.1,19.2,29.9,True
143.0,21.9,29.4,False
144.6,24.5,19.3,False
174.7,31.0,32.9,False
188.3,28.7,27.1,False
270.7,25.9,19.9,True
145.2,31.4,28.8,False
234.1,20.4,30.4,True
226.4,21.2,19.4,True
226.2,30.5,27.3,False
156.0,18.4,20.2,True
171.4,21.9,20.6,True
266.3,29.0,31.1,True
225.2,31.8,27.9,False
230.3,28.8,30.5,True
242.6,31.9,23.2,True
241.2,24.7,19.7,True
241.1,31.6,27.7,True
237.1,32.6,32.8,False
257.5,27.2,32.6,True
177.4,23.6,26.4,True
209.0,20.8,28.2,True
159.5,28.0,22.4,False
191.1,19.3,31.5,True
220.5,20.9,32.4,True
249.6,19.1,26.2,True
247.8,23.8,29.5,True
264.2,24.0,20.9,True
147.5,31.6,24.8,False
242.3,20.5,29.0,True
261.7,23.8,30.6,True
168.8,24.5,32.8,False
150.1,26.7,25.6,False
199.2,32.0,20.9,False
184.7,30.0,27.3,False
276.2,22.3,18.6,True
167.4,28.0,24.0,False
250.8,23.7,25.6,True
141.3,20.2,24.2,False
214.8,18.3,18.9,True
253.2,23.3,29.1,True
205.6,28.9,29.2,False
239.7,27.9,25.7,False
200.0,31.8,30.3,False
252.0,19.0,32.6,True
238.6,19.5,25.0,True
213.0,25.4,25.7,True
212.7,26.7,23.5,False
218.1,20.0,26.3,True
154.5,26.6,21.4,False
214.1,28.3,29.9,False
181.5,29.6,18.6,False
218.5,22.0,32.4,True
192.7,18.1,20.5,True
239.6,29.5,32.7,True
254.1,21.5,31.9,True
254.7,22.8,23.2,True
218.8,31.3,23.1,False
177.9,21.5,31.5,False
268.8,27.5,31.5,True
276.8,24.0,30.9,True
230.2,23.4,21.8,True
256.8,24.5,21.7,True
267.9,18.5,31.2,True
202.2,25.7,21.2,True
204.7,23.0,19.7,True
221.7,22.5,20.5,True
190.7,23.1,29.2,False
224.8,18.5,19.9,True
189.1,21.6,28.5,False
249.3,20.2,20.8,True
233.4,26.3,27.7,True
193.2,28.4,18.2,False
271.2,23.0,32.6,True
232.1,27.3,26.3,True
214.9,31.5,23.3,False
223.2,27.4,26.3,True
151.4,19.2,28.5,False
161.0,31.5,32.4,False
250.5,18.9,25.9,True
225.9,19.4,30.5,True
163.4,26.4,32.1,False
211.2,19.8,27.6,True
169.3,28.5,31.4,False
226.8,24.2,28.0,False
234.2,30.6,25.9,False
141.8,24.6,32.7,False
187.1,22.6,25.6,False
208.1,24.1,29.8,True
264.2,24.7,31.3,True
201.4,21.4,25.4,True
231.6,23.0,19.7,True
145.5,18.0,23.6,False
269.7,21.1,30.9,True
238.9,28.3,26.4,True
156.6,30.4,24.0,False
240.3,29.9,24.6,True
227.0,29.2,30.7,False
141.7,32.6,24.6,False
188.2,21.4,19.4,True
208.1,19.5,24.9,True
234.1,27.9,26.3,True
235.9,27.5,21.3,True
220.7,32.5,23.5,False
199.4,24.7,25.2,False
186.9,25.2,32.7,False
263.4,27.5,19.3,True
152.9,32.4,29.5,False
141.3,19.4,18.4,False
142.5,22.3,30.2,False
272.7,20.2,27.5,True
149.6,29.8,23.3,False
245.4,27.3,24.7,True
198.9,25.0,20.6,True
147.8,28.3,20.1,False
227.6,19.4,26.6,True
210.7,23.1,25.9,True
232.2,29.7,32.5,False
186.9,22.5,23.7,True
189.1,21.7,19.1,True
237.8,21.2,22.8,True
146.4,32.3,23.2,False
214.2,25.4,30.3,False
279.4,19.6,26.6,True
194.0,28.2,32.7,False
278.5,30.7,31.0,True
170.0,27.7,25.4,False
221.2,25.0,24.5,True
276.6,27.8,23.7,True
248.1,21.5,24.3,True
160.9,25.2,29.7,False
250.4,27.8,31.4,False
214.6,31.4,18.2,False
216.1,30.9,27.8,False
177.2,31.4,20.7,False
147.5,24.5,20.8,False
189.4,21.1,32.9,True
161.6,20.8,21.0,False
180.7,31.8,26.3,False
207.0,29.6,21.5,False
160.0,28.3,29.3,False
268.0,23.3,23.7,True
196.4,27.0,28.8,False
270.4,26.1,32.2,True
270.8,24.2,29.9,True
160.8,19.8,27.2,True
144.0,24.7,32.9,False
275.9,29.0,21.2,True
248.8,23.0,24.9,True
178.3,29.7,25.5,False
177.4,26.3,20.6,False
231.1,21.6,28.6,True
157.3,22.7,19.2,True
182.8,29.7,27.8,False
225.1,21.0,21.2,True
186.1,20.3,30.0,True
219.6,18.1,26.8,True
160.3,29.9,21.5,False
164.1,27.8,25.9,False
269.7,23.9,27.8,True
237.5,27.3,22.7,True
178.0,32.0,28.7,False
229.3,18.2,32.3,True
241.2,32.6,19.5,False
275.1,26.5,20.5,True
196.4,18.7,31.8,True
203.1,18.3,30.3,True
200.3,26.6,32.7,False
217.1,28.5,27.6,False
223.3,26.2,19.3,True
155.4,31.6,20.0,False
179.0,20.2,20.6,True
156.3,29.6,27.6,False
155.9,29.5,25.5,False
267.2,25.9,19.2,True
157.5,18.4,23.4,True
269.8,18.9,31.7,True
190.6,31.0,30.2,False
166.9,22.0,26.4,False
203.3,19.6,26.4,True
232.2,20.4,23.3,True
148.3,28.7,32.0,False
214.2,25.9,24.3,True
235.0,18.5,31.1,True
250.3,25.0,28.3,True
142.7,26.8,24.9,False
238.0,19.9,26.1,True
221.5,20.6,27.6,True
238.9,26.1,28.4,True
164.5,23.6,23.7,True
178.1,31.5,20.5,False
164.3,31.5,32.4,False
177.7,23.5,28.7,True
208.3,20.7,32.6,True
191.1,28.7,30.7,False
143.4,24.1,26.3,False
273.0,26.5,22.6,True
211.7,28.6,28.1,False
264.5,23.1,20.1,True
279.1,26.5,19.9,True
272.7,19.6,19.9,True
212.9,20.2,32.2,True
252.4,32.6,28.7,True
209.9,24.1,26.4,True
264.3,27.9,23.2,True
224.4,29.0,31.6,False
230.1,21.6,23.3,True
250.5,18.6,18.9,True
216.7,22.5,23.2,True
191.3,18.3,29.6,True
251.5,27.4,25.8,True
208.2,26.4,24.3,True
151.7,22.1,20.3,False
204.6,19.5,28.9,True
225.3,23.0,22.5,True
273.4,25.6,20.7,True
165.8,32.7,19.4,False
265.9,27.5,26.9,True
147.9,27.8,22.5,False
233.2,25.1,29.9,False
173.6,27.1,20.6,False
152.7,19.2,25.0,False
146.2,21.2,21.6,False
207.0,22.7,23.6,True
264.0,23.0,29.0,True
261.4,21.8,24.0,True
150.6,25.5,22.1,False
159.3,28.2,20.8,False
241.2,30.2,24.3,True
228.8,32.8,20.3,False
250.9,28.0,27.1,True
177.2,27.0,22.4,False
224.3,32.7,26.2,False
249.7,22.2,28.2,True
179.1,28.1,32.2,False
189.7,23.5,28.2,True
269.9,29.5,30.1,True
265.6,22.2,22.6,True
229.2,29.8,32.2,False
212.1,21.2,23.4,True
276.7,25.0,24.9,True
262.2,18.2,23.9,True
169.6,28.0,19.5,False
255.9,28.0,21.6,True
193.1,23.5,28.0,True
185.1,29.0,30.0,False
141.6,18.4,25.9,False
153.3,22.4,24.5,False
149.9,21.0,24.2,False
240.5,31.2,28.8,False
246.7,20.2,22.3,True
226.7,22.1,30.2,True
277.8,18.6,29.0,True
184.2,30.4,26.8,False
179.9,32.3,32.8,False
203.9,24.5,22.9,True
166.2,30.3,32.6,False
180.8,20.9,21.9,True
152.2,24.1,20.1,False
197.1,31.4,20.2,False
183.2,22.1,25.4,True
167.8,30.5,32.1,False
213.4,24.5,19.1,True
200.3,19.2,25.0,True
158.4,26.0,26.3,False
268.4,29.5,30.9,True
158.3,21.4,23.2,True
140.7,22.0,29.1,False
222.3,30.5,20.5,True
161.2,25.4,24.7,False
234.8,23.7,32.9,True
205.2,23.6,23.1,True
271.6,31.2,23.0,True
244.6,32.7,31.8,False
247.3,27.1,21.2,True
236.5,23.4,22.3,True
158.9,28.1,32.9,False
204.8,26.4,28.6,False
189.2,23.5,18.7,True
151.7,20.4,19.6,True
193.3,32.1,21.6,False
235.6,22.2,26.7,True
183.4,18.2,31.3,True
147.4,32.1,30.5,False
250.0,20.2,22.1,True
272.3,20.2,26.8,True
192.7,19.3,25.3,True
266.1,20.0,31.3,True
150.9,21.1,25.3,False
146.2,24.3,26.9,False
273.5,30.5,21.0,True
260.6,22.2,25.8,True
221.8,22.5,31.0,True
242.1,19.6,26.2,True
275.6,21.2,27.5,True
211.1,20.8,26.5,True
197.5,30.1,32.0,False
170.2,27.6,23.3,False
276.0,25.6,25.9,True
175.9,32.3,22.6,False
213.4,28.5,32.7,False
186.7,18.2,31.6,True
275.3,20.5,32.1,True
188.7,22.4,25.5,True
201.5,23.5,26.6,False
158.7,19.2,20.4,True
210.2,21.7,25.6,True
221.1,22.8,19.2,True
246.4,32.7,18.6,True
229.0,29.9,27.1,False
218.4,27.9,27.2,False
140.0,22.5,25.8,False
264.8,30.3,18.2,True
179.4,32.7,32.1,False
233.8,22.5,27.6,True
202.4,18.6,19.6,True
168.3,28.0,20.5,False
154.3,20.1,21.8,True
163.7,25.2,29.5,False
176.1,20.5,18.4,True
145.7,19.1,28.7,True
143.9,23.1,29.5,False
273.4,25.8,21.7,True
254.3,25.8,32.1,True
179.0,18.5,21.5,True
173.7,19.0,18.7,True
265.8,25.6,32.4,True
216.3,28.2,28.5,False
241.5,30.4,26.6,True
250.3,30.2,23.2,True
194.1,27.4,28.5,False
212.7,21.2,30.4,False
253.9,24.1,25.0,True
210.3,18.9,31.2,True
164.8,29.3,20.1,False
210.5,31.9,30.1,False
231.2,27.5,28.9,True
205.6,31.0,20.1,True
204.3,27.1,22.6,True
149.2,27.9,18.4,False
255.8,26.3,25.4,True
211.1,24.6,20.6,True
224.5,21.3,32.9,True
185.0,24.1,19.1,True
223.2,29.1,29.2,False
190.8,19.5,30.4,True
181.5,30.3,25.5,False
229.1,30.0,20.9,False
178.4,33.0,18.0,False
242.6,25.5,19.3,True
273.3,22.2,32.7,True
164.5,22.2,18.9,True
196.6,28.9,22.8,False
273.1,26.5,23.4,True
239.2,20.9,18.2,True
204.8,30.6,32.0,False
225.9,23.2,32.7,False
171.9,18.6,22.4,True
266.8,31.7,31.5,True
185.7,18.9,20.4,True
272.4,19.8,20.2,True
234.0,30.0,22.2,True
151.8,19.0,21.3,True
164.6,18.2,28.7,True
230.3,22.7,27.7,True
271.1,25.0,26.7,True
235.6,32.6,22.0,False
279.2,27.7,30.3,True
269.8,23.1,32.7,True
216.8,21.9,30.6,True
240.0,19.3,25.5,True
244.5,18.1,19.4,True
187.4,25.6,20.2,True
174.3,19.4,31.4,True
145.6,25.3,30.7,False
220.4,26.6,31.9,False
210.8,26.5,19.0,True
199.7,20.7,21.9,True
271.3,24.0,24.3,True
221.0,21.3,26.7,True
157.1,27.9,18.8,False
244.1,30.8,29.2,False
217.6,31.2,23.2,False
207.7,28.0,32.7,False
200.4,23.7,29.1,False
205.4,21.2,22.4,True
143.6,32.3,28.5,False
225.1,27.0,25.8,True
212.5,25.8,23.1,True
263.5,23.9,26.4,True
201.3,25.1,20.4,True
216.0,23.3,19.9,True
217.8,19.4,22.7,True
198.2,28.1,31.0,False
273.3,24.8,25.6,True
169.9,24.8,29.5,False
198.0,32.2,24.9,False
170.6,25.4,30.5,False
219.1,20.0,22.4,True
192.0,31.7,19.2,False
236.5,29.5,32.6,False
200.0,26.2,20.4,True
159.3,20.5,19.5,True
259.2,27.6,24.9,False
198.8,22.4,29.5,True
169.0,28.1,24.1,False
143.9,24.5,19.4,False
172.2,21.9,19.1,True
179.4,23.7,25.9,False
233.2,31.1,26.4,True
145.4,23.7,23.0,False
170.1,25.8,24.2,False
205.3,30.9,19.2,True
153.2,22.9,21.3,False
191.0,22.3,18.4,True
195.7,30.3,26.2,False
243.0,26.4,20.2,True
143.1,23.4,29.4,False
276.7,26.8,20.2,True
177.8,26.9,18.9,True
186.7,20.5,20.2,True
